,number,lang,word,mean_freq,matched_word,mean_dash_freq,has_dash,mean_total_freq,corrected_total_freq,about_word,exactly_word,mean_freq_about,mean_freq_exactly,log_freq_about,log_freq_exactly,log_freq,log_freq_uncorrected,arabic_number,mult10,mult7,mult5,mult3,mult2,exp2,exp3,exp5,exp7,exp10,log10
69,70,es,setenta,29.255353522375135,setenta,0.0,False,29.255353522375135,16.84359772431943,about seventy,exactly seventy,0.31386815384634886,0.0031166421513290185,-0.5032527470920175,-2.5063130599704824,1.2264348606160431,1.466205350503107,,1,1,1,0,1,1,0,1,1,1,1.845098040014257
70,71,es,setenta y uno,0.5621664521257509,setenta y uno,0.0,False,0.5621664521257509,0.6645899770551207,about seventy-one,exactly seventy-one,0.0013943989046205424,9.285284462608641e-05,-2.8556129670608867,-4.032204786738543,-0.17744621277514905,-0.2501350749352432,,0,0,0,0,0,0,0,0,0,0,1.8512583487190752
71,72,es,setenta y dos,1.9479588307184907,setenta y dos,0.0,False,1.9479588307184907,1.9479588307184907,about seventy-two,exactly seventy-two,0.0057616235791083815,0.0005184294290157728,-2.2394551186443215,-3.2853103534021355,0.28957977401039914,0.28957977401039914,,0,0,0,1,1,3,2,0,0,0,1.8573324964312685
72,73,es,setenta y tres,1.3844344010192122,setenta y tres,0.0,False,1.3844344010192122,1.3844344010192122,about seventy-three,exactly seventy-three,0.0024009952468472505,0.00015350665625617836,-2.619608699697264,-3.8138727881825374,0.14127238229154565,0.14127238229154565,,0,0,0,0,0,0,0,0,0,0,1.863322860120456
73,74,es,setenta y cuatro,1.227895157229546,setenta y cuatro,0.0,False,1.227895157229546,1.227895157229546,about seventy-four,exactly seventy-four,0.0020663949712560513,7.498389150880483e-05,-2.684786663725179,-4.125032024344661,0.08916128652786648,0.08916128652786648,,0,0,0,0,1,1,0,0,0,0,1.8692317197309762
74,75,es,setenta y cinco,3.0132234145390147,setenta y cinco,0.0,False,3.0132234145390147,3.0132234145390147,about seventy-five,exactly seventy-five,0.08273331935006532,0.00050654803962491,-1.0823195509597312,-3.295379361054602,0.47903133350021987,0.47903133350021987,,0,0,1,1,0,0,1,2,0,0,1.8750612633917
75,76,es,setenta y seis,1.0564640801396092,setenta y seis,0.0,False,1.0564640801396092,1.0564640801396092,about seventy-six,exactly seventy-six,0.0028475677306323798,8.752953121291801e-05,-2.5455259372435695,-4.057845397502898,0.02385473559339361,0.02385473559339361,,0,0,0,0,1,2,0,0,0,0,1.8808135922807914
76,77,es,setenta y siete,1.0892908357627498,setenta y siete,0.0,False,1.0892908357627498,1.0892908357627498,about seventy-seven,exactly seventy-seven,0.0020965940247535844,0.00011977318537841689,-2.6784856562673336,-3.9216404001910457,0.03714384991511198,0.03714384991511198,,0,1,0,0,0,0,0,0,1,0,1.8864907251724818
77,78,es,setenta y ocho,1.1668034813720072,setenta y ocho,0.0,False,1.1668034813720072,1.1668034813720072,about seventy-eight,exactly seventy-eight,0.0026130024919400995,7.14296181435285e-05,-2.5828601760991887,-4.146121671569448,0.06699771624880083,0.06699771624880083,,0,0,0,1,1,1,1,0,0,0,1.8920946026904804
78,79,es,setenta y nueve,0.9635191451493216,setenta y nueve,0.0,False,0.9635191451493216,0.9635191451493216,about seventy-nine,exactly seventy-nine,0.0010613550915045883,6.52500194398651e-05,-2.974139292365539,-4.1854193546007945,-0.016139651480662074,-0.016139651480662074,,0,0,0,0,0,0,0,0,0,0,1.8976270912904414
79,80,es,ochenta,26.77174926051806,ochenta,0.0,False,26.77174926051806,18.40048954379342,about eighty,exactly eighty,0.2428746779291852,0.0021498688341541686,-0.6146177623002224,-2.667588036056841,1.26482937753888,1.4276767488249877,,1,0,1,0,1,4,0,1,0,1,1.9030899869919435
80,81,es,ochenta y uno,0.584415791054733,ochenta y uno,0.0,False,0.584415791054733,0.6801921464068081,about eighty-one,exactly eighty-one,0.0010886540062672943,7.871820706166679e-05,-2.9631101248764753,-4.103924806244552,-0.16736838679888164,-0.23327805783821798,,0,0,0,1,0,0,4,0,0,0,1.9084850188786497
81,82,es,ochenta y dos,1.0795410347265146,ochenta y dos,0.0,False,1.0795410347265146,1.0795410347265146,about eighty-two,exactly eighty-two,0.0023081466106603167,4.6358891194818536e-05,-2.6367366087838406,-4.333866959976142,0.033239155069124116,0.033239155069124116,,0,0,0,0,1,1,0,0,0,0,1.9138138523837167
82,83,es,ochenta y tres,0.9471822986419213,ochenta y tres,0.0,False,0.9471822986419213,0.9471822986419213,about eighty-three,exactly eighty-three,0.0016628470702780688,7.791472981505725e-05,-2.779147690400672,-4.108380430996556,-0.023566426831005502,-0.023566426831005502,,0,0,0,0,0,0,0,0,0,0,1.919078092376074
83,84,es,ochenta y cuatro,0.9995962108066534,ochenta y cuatro,0.0,False,0.9995962108066534,0.9995962108066534,about eighty-four,exactly eighty-four,0.0025589159505942376,8.90494966028526e-05,-2.591943978588232,-4.050368531262178,-0.00017539883298288778,-0.00017539883298288778,,0,1,0,1,1,2,1,0,1,0,1.9242792860618816
84,85,es,ochenta y cinco,1.2697415618455197,ochenta y cinco,0.0,False,1.2697415618455197,1.2697415618455197,about eighty-five,exactly eighty-five,0.018601211917173795,0.00019720866769666693,-1.7304587594490255,-3.70507400090542,0.1037153353765124,0.1037153353765124,,0,0,1,0,0,0,0,1,0,0,1.9294189257142926
85,86,es,ochenta y seis,0.8988207248287782,ochenta y seis,0.0,False,0.8988207248287782,0.8988207248287782,about eighty-six,exactly eighty-six,0.00203821331925492,0.00015548028884251503,-2.690750364722575,-3.8083246612322177,-0.04632692226202305,-0.04632692226202305,,0,0,0,0,1,1,0,0,0,0,1.9344984512435677
86,87,es,ochenta y siete,0.8513339790339409,ochenta y siete,0.0,False,0.8513339790339409,0.8513339790339409,about eighty-seven,exactly eighty-seven,0.002047197135124792,0.00010188934608877518,-2.6888403348779852,-3.9918712249901542,-0.06990003239825128,-0.06990003239825128,,0,0,0,1,0,0,1,0,0,0,1.9395192526186185
87,88,es,ochenta y ocho,0.9737533496397244,ochenta y ocho,0.0,False,0.9737533496397244,0.9737533496397244,about eighty-eight,exactly eighty-eight,0.0019459087228267632,9.115446517158387e-05,-2.7108775351377465,-4.040222052715167,-0.01155103537581397,-0.01155103537581397,,0,0,0,0,1,3,0,0,0,0,1.9444826721501687
88,89,es,ochenta y nueve,0.7668747661468575,ochenta y nueve,0.0,False,0.7668747661468575,0.7668747661468575,about eighty-nine,exactly eighty-nine,0.000753145190004206,7.643885449712994e-05,-3.1231212932024515,-4.116685829849666,-0.11527555236399127,-0.11527555236399127,,0,0,0,0,0,0,0,0,0,0,1.9493900066449128
89,90,es,noventa,18.953999714023094,noventa,0.0,False,18.953999714023094,10.466630570110112,about ninety,exactly ninety,0.1400159678656992,0.002502343243291175,-0.8538224331752255,-2.6016531189259484,1.0198068955928175,1.2777008697361814,,1,0,1,1,1,1,2,1,0,1,1.954242509439325
90,91,es,noventa y uno,0.4166988747955407,noventa y uno,0.0,False,0.4166988747955407,0.5001778367520885,about ninety-one,exactly ninety-one,0.0008220922619121584,7.185901560610448e-05,-3.0850794396487213,-4.143518736474051,-0.3008755560871629,-0.38017767225869864,,0,1,0,0,0,0,0,0,1,0,1.9590413923210936
91,92,es,noventa y dos,1.0356159521052177,noventa y dos,0.0,False,1.0356159521052177,1.0356159521052177,about ninety-two,exactly ninety-two,0.0017390855019677632,7.387818930961482e-05,-2.7596790654268704,-4.13148375728268,0.015198731467270016,0.015198731467270016,,0,0,0,0,1,2,0,0,0,0,1.9637878273455553
92,93,es,noventa y tres,0.929836980780166,noventa y tres,0.0,False,0.929836980780166,0.929836980780166,about ninety-three,exactly ninety-three,0.0013962424898178994,0.00015772335051573584,-2.8550391498759167,-3.8021040057869957,-0.031593185374501676,-0.031593185374501676,,0,0,0,1,0,0,1,0,0,0,1.968482948553935
93,94,es,noventa y cuatro,0.75747766041278,noventa y cuatro,0.0,False,0.75747766041278,0.75747766041278,about ninety-four,exactly ninety-four,0.0012841430903381423,4.990462951650794e-05,-2.891386580720541,-4.301859164191987,-0.12063017088179163,-0.12063017088179163,,0,0,0,0,1,1,0,0,0,0,1.9731278535996986
94,95,es,noventa y cinco,1.1574004285345534,noventa y cinco,0.0,False,1.1574004285345534,1.1574004285345534,about ninety-five,exactly ninety-five,0.009118633029486898,8.670278669856636e-05,-2.0400702616986437,-4.061966943719168,0.06348363882773324,0.06348363882773324,,0,0,1,0,0,0,0,1,0,0,1.9777236052888478
95,96,es,noventa y seis,1.112583070309091,noventa y seis,0.0,False,1.112583070309091,1.112583070309091,about ninety-six,exactly ninety-six,0.0022523936942155454,9.012321063720235e-05,-2.6473556971768937,-4.045163344942181,0.04633244718553769,0.04633244718553769,,0,0,0,1,1,5,1,0,0,0,1.9822712330395684
96,97,es,noventa y siete,0.9295194512132559,noventa y siete,0.0,False,0.9295194512132559,0.9295194512132559,about ninety-seven,exactly ninety-seven,0.0013234526132951245,5.144264535047961e-05,-2.878291604157021,-4.288676706655056,-0.0317415177089782,-0.0317415177089782,,0,0,0,0,0,0,0,0,0,0,1.9867717342662448
97,98,es,noventa y ocho,0.9952758574070009,noventa y ocho,0.0,False,0.9952758574070009,0.9952758574070009,about ninety-eight,exactly ninety-eight,0.0023160977732644586,0.0001455752213355753,-2.635243110966643,-3.836912540909129,-0.0020565305654664857,-0.0020565305654664857,,0,1,0,0,1,1,0,0,2,0,1.9912260756924949
98,99,es,noventa y nueve,1.1529608683553771,noventa y nueve,0.0,False,1.1529608683553771,1.1529608683553771,about ninety-nine,exactly ninety-nine,0.0027223723961408218,0.00019595856364588966,-2.565052467476932,-3.707835752533478,0.061814567532578725,0.061814567532578725,,0,0,0,1,0,0,2,0,0,0,1.99563519459755
0,1,ru,один,347.8577139093449,один,0.0,False,347.8577139093449,635.2395245721439,about one,exactly one,11.17202623836598,0.6225429831597555,1.0481319470042787,-0.20583065755810073,2.8029375120411406,2.541401638486013,,0,0,0,0,0,0,0,0,0,0,0.0
1,2,ru,два,305.3177600069081,два,0.0,False,305.3177600069081,367.81978739444065,about two,exactly two,6.7567124567765,0.17501935022825338,0.8297354371886361,-0.7569139328406863,2.5656350890267494,2.484752067478039,,0,0,0,0,1,1,0,0,0,0,0.3010299956639812
2,3,ru,три,214.8074429486787,три,0.0,False,214.8074429486787,212.36957313677428,about three,exactly three,5.037522263520776,0.0901499960520471,0.702216978534348,-1.045034287960705,2.3270922941166967,2.332049325330771,,0,0,0,1,0,0,1,0,0,0,0.47712125471966244
3,4,ru,четыре,82.18880547621451,четыре,0.0,False,82.18880547621451,79.63447273472663,about four,exactly four,2.7240832833722735,0.051014775079675376,0.4352203811247791,-1.2923040237792374,1.9011011089129832,1.91481266850127,,0,0,0,0,1,2,0,0,0,0,0.6020599913279624
4,5,ru,пять,75.54015111036635,пять,0.0,False,75.54015111036635,67.35073009766622,about five,exactly five,2.8335454736210806,0.04351549820262781,0.4523301867266724,-1.3613560399386546,1.8283423079382781,1.8781778492541834,,0,0,1,0,0,0,0,1,0,0,0.6989700043360189
5,6,ru,шесть,38.493030468303274,шесть,0.0,False,38.493030468303274,36.34059784293056,about six,exactly six,2.380521940650914,0.03202778215187905,0.3766721886081389,-1.4944731341600774,1.5603920676541865,1.5853821034524227,,0,0,0,1,1,1,1,0,0,0,0.7781512503836436
6,7,ru,семь,27.855287222408542,семь,0.0,False,27.855287222408542,25.86445831289162,about seven,exactly seven,1.053990283529785,0.019883577486026816,0.022836607243844138,-1.701505473929571,1.4127033872807464,1.444907640930949,,0,1,0,0,0,0,0,0,1,0,0.8450980400142568
7,8,ru,восемь,22.62747800748056,восемь,0.0,False,22.62747800748056,20.68975373004536,about eight,exactly eight,1.3047172717729243,0.018106456377804045,0.11551641158866541,-1.7421665373255113,1.3157553212931445,1.3546361514593201,,0,0,0,0,1,3,0,0,0,0,0.9030899869919435
8,9,ru,девять,13.831138216226142,девять,0.0,False,13.831138216226142,12.62287187225548,about nine,exactly nine,0.6949119279834478,0.014110624825454634,-0.1580702337041547,-1.850453755045151,1.1011581739557246,1.1408579213013499,,0,0,0,1,0,0,2,0,0,0,0.9542425094393249
9,10,ru,десять,43.09681482446453,десять,0.0,False,43.09681482446453,43.09681482446453,about ten,exactly ten,2.5607007768592345,0.03718932219257175,0.40835883323175864,-1.429581736959888,1.6344451737506174,1.6344451737506174,,1,0,1,0,1,1,0,1,0,1,1.0
10,11,ru,одиннадцать,5.035916354459273,одиннадцать,0.0,False,5.035916354459273,5.035916354459273,about eleven,exactly eleven,0.25538420075855695,0.006981230173473549,-0.5928059736959994,-2.156068042924489,0.7020785079532074,0.7020785079532074,,0,0,0,0,0,0,0,0,0,0,1.0413926851582251
11,12,ru,двенадцать,9.974012113268733,двенадцать,0.0,False,9.974012113268733,9.974012113268733,about twelve,exactly twelve,0.6034334122057985,0.014356109468960812,-0.2193706465394391,-1.8429632387210517,0.998869891325955,0.998869891325955,,0,0,0,1,1,2,1,0,0,0,1.0791812460476249
12,13,ru,тринадцать,2.777350470982949,тринадцать,0.0,False,2.777350470982949,2.777350470982949,about thirteen,exactly thirteen,0.12384375243830922,0.003162553996460815,-0.907125897435069,-2.499962050744258,0.44363068637974884,0.44363068637974884,,0,0,0,0,0,0,0,0,0,0,1.1139433523068367
13,14,ru,четырнадцать,3.0603853202574456,четырнадцать,0.0,False,3.0603853202574456,3.0603853202574456,about fourteen,exactly fourteen,0.197766256599821,0.003230913795763494,-0.703847806887617,-2.490674629269162,0.48577611011767113,0.48577611011767113,,0,1,0,0,1,1,0,0,1,0,1.146128035678238
14,15,ru,пятнадцать,11.259160547685015,пятнадцать,0.0,False,11.259160547685015,11.259160547685015,about fifteen,exactly fifteen,0.7838470356974165,0.00752744802437967,-0.10576867970590757,-2.1233522345269975,1.0515060119097737,1.0515060119097737,,0,0,1,1,0,0,1,1,0,0,1.1760912590556813
15,16,ru,шестнадцать,3.2862657881909683,шестнадцать,0.0,False,3.2862657881909683,3.2862657881909683,about sixteen,exactly sixteen,0.18621868658850443,0.0026357231343010924,-0.7299767407817703,-2.57910021151366,0.5167026855983281,0.5167026855983281,,0,0,0,0,1,4,0,0,0,0,1.2041199826559248
16,17,ru,семнадцать,2.970785143428229,семнадцать,0.0,False,2.970785143428229,2.970785143428229,about seventeen,exactly seventeen,0.10391088634422903,0.002422632482423479,-0.9833389506953996,-2.6157124640967058,0.47287124338975844,0.47287124338975844,,0,0,0,0,0,0,0,0,0,0,1.2304489213782739
17,18,ru,восемнадцать,3.1240511709577676,восемнадцать,0.0,False,3.1240511709577676,3.1240511709577676,about eighteen,exactly eighteen,0.26101336412493226,0.0026704163194449728,-0.5833372558144899,-2.5734210265968076,0.49471813886806243,0.49471813886806243,,0,0,0,1,1,1,2,0,0,0,1.255272505103306
18,19,ru,девятнадцать,1.4839941166107617,девятнадцать,0.0,False,1.4839941166107617,1.4839941166107617,about nineteen,exactly nineteen,0.055417369064040635,0.001315589253005421,-1.2563540961664075,-2.8808796829086796,0.17143217915827375,0.17143217915827375,,0,0,0,0,0,0,0,0,0,0,1.2787536009528289
19,20,ru,двадцать,38.01622005994432,двадцать,0.0,False,38.01622005994432,27.30462128453177,about twenty,exactly twenty,1.9946806457714867,0.02893172596485578,0.29987337376649437,-1.5386256571002432,1.436236157242971,1.5799689329208597,,1,0,1,0,1,2,0,1,0,1,1.3010299956639813
20,21,ru,двадцать один,0.5712686639553259,двадцать один,0.0,False,0.5712686639553259,0.5712686639553259,about twenty-one,exactly twenty-one,0.029819065978958236,0.0016363552822119957,-1.5255059640532884,-2.7861223972706646,-0.2431595978273066,-0.2431595978273066,,0,1,0,1,0,0,1,0,1,0,1.3222192947339193
21,22,ru,двадцать два,1.0329485986385765,двадцать два,0.0,False,1.0329485986385765,1.0329485986385765,about twenty-two,exactly twenty-two,0.04554169942250654,0.0014306388949320342,-1.3415907673957463,-2.8444699719207414,0.014078710790633544,0.014078710790633544,,0,0,0,0,1,1,0,0,0,0,1.3424226808222062
22,23,ru,двадцать три,0.9809315259849872,двадцать три,0.0,False,0.9809315259849872,0.9809315259849872,about twenty-three,exactly twenty-three,0.028766471070120064,0.0009209864134945736,-1.5411134119635372,-3.0357467765217803,-0.00836130752808168,-0.00836130752808168,,0,0,0,0,0,0,0,0,0,0,1.3617278360175928
23,24,ru,двадцать четыре,1.389844078849088,двадцать четыре,0.0,False,1.389844078849088,1.389844078849088,about twenty-four,exactly twenty-four,0.06773929042963697,0.0038585960701119438,-1.1691593569105674,-2.4135706823519336,0.1429660811938864,0.1429660811938864,,0,0,0,1,1,3,1,0,0,0,1.380211241711606
24,25,ru,двадцать пять,4.148813929407647,двадцать пять,0.0,False,4.148813929407647,4.148813929407647,about twenty-five,exactly twenty-five,0.3316821847068009,0.0037268448370948097,-0.47927785465270045,-2.4286586882218186,0.6179239575468348,0.6179239575468348,,0,0,1,0,0,0,0,2,0,0,1.3979400086720377
25,26,ru,двадцать шесть,0.7493393287832613,двадцать шесть,0.0,False,0.7493393287832613,0.7493393287832613,about twenty-six,exactly twenty-six,0.027431297912899562,0.0007685054382082909,-1.5617536432494672,-3.114353054936525,-0.12532147302672647,-0.12532147302672647,,0,0,0,0,1,1,0,0,0,0,1.414973347970818
26,27,ru,двадцать семь,0.7609013158460085,двадцать семь,0.0,False,0.7609013158460085,0.7609013158460085,about twenty-seven,exactly twenty-seven,0.024579871785005362,0.0007804721569462278,-1.6094203868364605,-3.1076425856192453,-0.11867166486229998,-0.11867166486229998,,0,0,0,1,0,0,3,0,0,0,1.4313637641589874
27,28,ru,двадцать восемь,0.7307196405432194,двадцать восемь,0.0,False,0.7307196405432194,0.7307196405432194,about twenty-eight,exactly twenty-eight,0.030857960892409903,0.000953484384584346,-1.510632775694558,-3.020686415092421,-0.13624921937586199,-0.13624921937586199,,0,1,0,0,1,2,0,0,1,0,1.4471580313422192
28,29,ru,двадцать девять,0.3468316934044303,двадцать девять,0.0,False,0.3468316934044303,0.3468316934044303,about twenty-nine,exactly twenty-nine,0.008863849436570669,0.0005317824439241602,-2.052377629581111,-3.274266004410838,-0.45988122364752965,-0.45988122364752965,,0,0,0,0,0,0,0,0,0,0,1.462397997898956
29,30,ru,тридцать,21.564247136291886,тридцать,0.0,False,21.564247136291886,16.941605455748885,about thirty,exactly thirty,1.253917050645196,0.015139207064444635,0.09826880791527935,-1.8198968709756018,1.228954563464284,1.3337343004016746,,1,0,1,1,1,1,1,1,0,1,1.4771212547196624
30,31,ru,тридцать один,0.17577102642230874,тридцать один,0.0,False,0.17577102642230874,0.17577102642230874,about thirty-one,exactly thirty-one,0.006968875986083678,0.0005759088043057111,-2.1568372638541518,-3.239646282067142,-0.7550527111845051,-0.7550527111845051,,0,0,0,0,0,0,0,0,0,0,1.4913616938342726
